Date,Open,High,Low,Close,Volume
2024-03-05,1727.91,1730.94,1717.40,1718.11,137979
2024-03-06,1720.57,1725.76,1700.66,1704.44,294758
2024-03-07,1703.04,1722.32,1696.61,1708.97,88798
2024-03-08,1709.89,1717.71,1692.02,1696.13,299441
2024-03-11,1695.94,1713.20,1690.97,1697.66,227504
2024-03-12,1698.61,1711.59,1677.26,1682.72,154424
2024-03-13,1685.39,1694.83,1677.24,1691.89,298842
2024-03-14,1693.10,1697.20,1670.45,1682.33,319898
2024-03-15,1680.80,1696.15,1673.26,1675.25,219287
2024-03-18,1671.83,1685.28,1657.60,1661.73,191690
2024-03-19,1664.38,1674.80,1652.47,1653.83,224227
2024-03-20,1656.96,1657.94,1637.65,1647.90,295424
2024-03-21,1645.00,1663.89,1639.60,1657.40,173108
2024-03-22,1654.50,1665.15,1647.30,1651.00,295830
2024-03-25,1649.61,1651.04,1633.15,1639.21,295764
2024-03-26,1641.96,1648.62,1633.70,1634.71,155183
2024-03-27,1635.80,1658.29,1633.61,1654.15,256538
2024-03-28,1652.12,1659.34,1638.51,1638.99,149352
2024-03-29,1637.55,1647.56,1629.32,1644.24,197019
2024-04-01,1641.06,1651.34,1612.44,1623.99,290543
2024-04-02,1621.65,1645.62,1618.60,1633.69,248107
2024-04-03,1633.62,1638.73,1608.61,1616.46,139889
2024-04-04,1617.13,1633.49,1616.06,1631.40,61110
2024-04-05,1633.67,1643.01,1606.60,1617.98,215570
2024-04-08,1620.33,1633.90,1611.64,1617.98,208826
2024-04-09,1615.90,1619.04,1602.94,1616.17,131615
2024-04-10,1617.68,1624.41,1606.01,1606.02,244979
2024-04-11,1603.29,1626.12,1590.69,1618.14,266704
2024-04-12,1616.72,1617.67,1614.97,1617.51,151153
2024-04-15,1618.52,1622.47,1595.10,1603.64,268541
2024-04-16,1604.53,1609.89,1594.60,1601.40,161292
2024-04-17,1601.31,1621.02,1598.79,1609.58,211766
2024-04-18,1611.55,1618.01,1606.50,1609.24,207525
2024-04-19,1608.23,1625.84,1601.06,1620.04,317373
2024-04-22,1617.35,1629.42,1613.81,1613.87,180431
2024-04-23,1615.34,1641.10,1611.08,1627.82,222690
2024-04-24,1629.80,1644.73,1622.17,1635.07,309094
2024-04-25,1635.20,1636.87,1617.11,1622.91,174833
2024-04-26,1619.43,1632.07,1601.45,1610.34,125548
2024-04-29,1610.40,1623.96,1599.74,1605.01,124367
2024-04-30,1604.19,1623.18,1595.58,1619.30,125229
2024-05-01,1619.15,1622.73,1609.83,1616.04,253590
2024-05-02,1613.31,1626.41,1585.11,1597.57,130545
2024-05-03,1598.68,1599.97,1584.30,1585.80,119038
2024-05-06,1583.19,1594.98,1555.19,1566.90,94557
2024-05-07,1567.26,1593.61,1555.57,1581.60,294556
2024-05-08,1583.61,1592.69,1578.70,1592.18,170924
2024-05-09,1595.00,1603.95,1575.59,1585.86,258235
2024-05-10,1588.65,1611.71,1582.14,1605.04,83355
2024-05-13,1602.95,1614.73,1587.24,1606.24,250166
2024-05-14,1603.54,1618.54,1587.12,1590.59,161989
2024-05-15,1593.64,1599.64,1580.88,1590.12,135028
2024-05-16,1592.04,1595.17,1566.44,1581.32,186804
2024-05-17,1579.48,1597.06,1568.47,1595.32,188301
2024-05-20,1595.37,1596.05,1582.54,1595.40,76342
2024-05-21,1597.55,1603.95,1589.20,1597.65,164216
2024-05-22,1598.79,1631.37,1585.29,1616.15,207548
2024-05-23,1613.74,1635.36,1608.67,1621.85,310572
2024-05-24,1620.41,1637.93,1613.21,1622.70,126907
2024-05-27,1619.67,1634.99,1608.07,1608.47,165869
2024-05-28,1607.79,1609.98,1593.97,1596.98,241946
2024-05-29,1596.39,1620.03,1595.18,1610.66,105942
2024-05-30,1607.16,1608.37,1583.31,1593.69,163549
2024-05-31,1596.88,1615.35,1589.67,1602.27,263110
2024-06-03,1601.76,1618.50,1590.02,1611.39,288580
2024-06-04,1608.51,1633.29,1604.85,1620.55,417625
2024-06-05,1622.26,1652.77,1617.06,1638.02,230004
2024-06-06,1638.60,1639.96,1613.16,1621.84,157581
2024-06-07,1619.72,1647.91,1614.95,1633.34,225533
2024-06-10,1633.00,1635.55,1613.54,1622.47,169231
2024-06-11,1622.42,1654.13,1612.75,1639.51,247111
2024-06-12,1639.83,1654.70,1633.82,1650.08,115983
2024-06-13,1648.17,1654.25,1623.65,1639.41,65978
2024-06-14,1640.09,1660.08,1637.38,1657.79,210680
2024-06-17,1654.23,1663.96,1652.37,1653.04,100453
2024-06-18,1651.29,1651.70,1622.51,1634.65,153331
2024-06-19,1633.36,1647.11,1620.37,1630.26,169087
2024-06-20,1633.48,1651.54,1618.66,1650.99,92658
2024-06-21,1653.12,1660.86,1650.98,1658.16,164889
2024-06-24,1661.58,1681.03,1652.14,1664.86,165495
2024-06-25,1667.85,1674.09,1655.80,1670.97,67780
2024-06-26,1667.36,1692.02,1653.17,1682.84,90507
2024-06-27,1682.10,1690.22,1666.21,1670.93,292986
2024-06-28,1668.28,1679.90,1642.51,1658.45,261546
2024-07-01,1655.21,1678.00,1649.14,1673.21,166629
2024-07-02,1673.65,1712.48,1659.13,1711.02,616399
2024-07-03,1711.87,1720.99,1689.68,1698.58,224635
2024-07-04,1695.16,1699.32,1676.77,1686.80,179686
2024-07-05,1685.22,1692.82,1671.08,1673.73,102522
2024-07-08,1670.07,1674.34,1662.64,1667.91,190482
2024-07-09,1669.24,1684.77,1644.43,1652.92,202461
2024-07-10,1652.73,1683.99,1639.21,1671.17,317109
2024-07-11,1673.14,1684.33,1669.67,1682.16,121779
2024-07-12,1681.64,1693.59,1667.96,1677.65,204852
2024-07-15,1677.07,1692.36,1673.66,1686.16,294884
2024-07-16,1685.60,1687.61,1674.75,1678.32,232045
2024-07-17,1678.47,1686.73,1664.96,1683.47,95082
2024-07-18,1681.89,1683.38,1662.79,1677.93,209100
2024-07-19,1681.33,1681.99,1672.35,1675.89,98394
2024-07-22,1674.33,1681.63,1648.16,1664.25,121048
2024-07-23,1661.97,1665.14,1647.49,1654.41,225325
2024-07-24,1656.40,1659.36,1652.19,1658.57,69573
2024-07-25,1655.74,1676.89,1640.50,1667.01,220893
2024-07-26,1670.65,1671.70,1653.63,1665.54,106371
2024-07-29,1665.77,1673.22,1642.19,1654.30,124601
2024-07-30,1654.56,1675.51,1639.04,1668.56,145615
2024-07-31,1668.88,1677.30,1654.24,1658.04,177815
2024-08-01,1660.89,1676.34,1653.16,1669.00,195991
2024-08-02,1668.49,1682.80,1643.04,1652.43,278279
2024-08-05,1656.03,1662.95,1640.43,1641.88,140523
2024-08-06,1644.59,1681.00,1638.74,1667.41,532672
2024-08-07,1670.98,1685.54,1653.43,1655.62,277941
2024-08-08,1654.93,1677.19,1653.00,1666.26,202893
2024-08-09,1664.52,1686.27,1662.90,1677.68,115457
2024-08-12,1677.87,1681.82,1665.40,1666.70,301132
2024-08-13,1664.04,1667.05,1648.50,1666.61,111920
2024-08-14,1668.93,1675.86,1654.71,1659.82,137641
2024-08-15,1659.02,1676.82,1654.96,1660.70,108291
2024-08-16,1658.63,1671.84,1652.76,1655.81,304582
2024-08-19,1658.73,1682.36,1647.48,1675.88,173400
2024-08-20,1676.16,1693.38,1666.11,1677.72,159068
2024-08-21,1677.28,1681.90,1655.02,1667.27,283185
2024-08-22,1666.09,1669.78,1655.53,1664.66,176275
2024-08-23,1667.44,1682.52,1663.49,1678.33,67048
2024-08-26,1680.68,1696.45,1674.49,1684.67,193078
2024-08-27,1686.17,1694.34,1680.24,1687.59,86295
2024-08-28,1685.03,1692.66,1674.49,1679.72,60576
2024-08-29,1677.29,1679.40,1669.30,1671.67,232462
2024-08-30,1672.07,1678.75,1649.44,1658.49,192530
2024-09-02,1655.60,1680.27,1650.63,1667.25,152745
2024-09-03,1670.01,1673.59,1663.07,1669.82,62821
2024-09-04,1669.20,1699.54,1658.03,1687.74,271426
2024-09-05,1688.24,1689.91,1664.18,1674.29,271644
2024-09-06,1676.27,1690.81,1657.76,1666.00,251946
2024-09-09,1665.65,1674.56,1657.09,1663.59,318009
2024-09-10,1662.38,1674.84,1646.93,1649.71,159986
2024-09-11,1649.91,1670.98,1639.44,1666.74,154921
2024-09-12,1667.75,1683.91,1638.14,1652.26,254388
2024-09-13,1648.78,1653.07,1644.02,1644.43,169610
2024-09-16,1645.58,1660.30,1635.74,1650.83,197574
2024-09-17,1653.00,1661.81,1631.25,1642.24,63996
2024-09-18,1638.87,1652.59,1624.60,1625.67,219798
2024-09-19,1624.17,1627.52,1601.12,1607.50,110153
2024-09-20,1607.22,1611.09,1600.10,1609.81,305324
2024-09-23,1611.21,1631.34,1599.94,1616.96,228218
2024-09-24,1617.16,1619.98,1608.50,1608.76,218280
2024-09-25,1608.64,1615.64,1591.80,1600.11,172988
2024-09-26,1600.64,1625.89,1586.74,1612.13,210074
2024-09-27,1608.94,1632.51,1603.93,1625.26,147156
2024-09-30,1622.31,1634.47,1604.45,1609.76,96510
2024-10-01,1606.42,1615.79,1592.55,1605.42,146474
2024-10-02,1603.03,1620.62,1602.09,1619.36,138561
2024-10-03,1619.44,1630.57,1602.84,1613.87,186255
2024-10-04,1614.76,1625.66,1603.28,1623.63,117156
2024-10-07,1621.74,1630.21,1611.48,1616.68,291996
2024-10-08,1614.55,1626.96,1603.50,1616.23,135010
2024-10-09,1613.64,1624.32,1605.98,1615.45,210752
2024-10-10,1617.81,1632.01,1603.11,1617.52,181592
2024-10-11,1616.76,1626.29,1608.50,1620.08,87197
2024-10-14,1622.12,1634.29,1596.00,1611.28,134938
2024-10-15,1609.10,1639.37,1594.64,1625.83,138144
2024-10-16,1623.63,1641.73,1609.62,1639.74,248402
2024-10-17,1639.84,1643.41,1617.63,1633.16,160033
2024-10-18,1635.45,1658.15,1620.76,1651.63,60279
2024-10-21,1653.25,1655.37,1648.36,1650.61,163745
2024-10-22,1649.90,1661.62,1633.66,1653.06,201430
2024-10-23,1652.27,1659.00,1632.08,1640.70,258740
2024-10-24,1641.07,1649.96,1610.40,1624.19,112371
2024-10-25,1626.61,1652.57,1622.46,1641.18,227161
2024-10-28,1644.11,1660.99,1634.01,1651.93,198694
2024-10-29,1651.82,1655.43,1627.09,1635.82,110376
2024-10-30,1634.87,1659.65,1624.08,1650.09,164909
2024-10-31,1646.71,1677.70,1637.21,1662.47,187157
2024-11-01,1663.49,1674.05,1657.38,1660.98,298411
2024-11-04,1658.35,1670.38,1648.06,1660.06,268731
2024-11-05,1663.05,1664.44,1635.34,1650.48,218996
2024-11-06,1648.26,1673.49,1639.85,1659.10,184841
2024-11-07,1659.17,1669.80,1654.81,1659.35,181608
2024-11-08,1660.30,1686.03,1647.80,1672.35,241339
2024-11-11,1675.40,1692.42,1669.08,1676.31,189056
2024-11-12,1672.93,1689.49,1660.40,1661.06,96270
2024-11-13,1662.87,1682.48,1652.83,1668.40,201461
2024-11-14,1667.53,1688.24,1661.86,1682.91,128618
2024-11-15,1683.01,1711.37,1666.68,1699.73,158723
2024-11-18,1700.76,1701.46,1682.35,1688.82,195412
2024-11-19,1685.46,1702.05,1680.30,1687.45,315357
2024-11-20,1690.48,1695.53,1667.92,1678.94,210779
2024-11-21,1680.21,1687.11,1663.66,1669.00,297676
2024-11-22,1670.42,1674.23,1648.39,1659.28,118415
2024-11-25,1656.88,1681.83,1653.44,1674.09,73172
2024-11-26,1671.49,1690.75,1657.37,1675.47,273896
2024-11-27,1677.75,1687.01,1648.43,1662.04,110462
2024-11-28,1664.99,1666.91,1648.97,1666.44,112560
2024-11-29,1666.21,1686.59,1659.25,1678.03,143031
2024-12-02,1674.85,1681.55,1668.54,1669.29,242858
2024-12-03,1666.77,1672.20,1658.72,1669.64,301312
2024-12-04,1668.36,1696.03,1662.98,1684.81,310486
2024-12-05,1683.41,1696.71,1657.44,1669.67,148723
2024-12-06,1667.75,1686.62,1660.69,1677.70,123849
2024-12-09,1678.21,1682.12,1666.89,1670.84,260920
2024-12-10,1671.38,1690.31,1659.79,1680.68,91815
2024-12-11,1680.83,1683.96,1672.74,1682.45,204559
2024-12-12,1679.92,1696.65,1679.35,1689.01,294150
2024-12-13,1688.54,1695.23,1679.31,1694.95,167974
2024-12-16,1691.86,1714.52,1676.26,1701.69,65260
2024-12-17,1704.03,1719.98,1692.27,1709.08,307938
2024-12-18,1709.77,1740.54,1702.70,1723.52,264616
2024-12-19,1721.18,1747.88,1719.32,1732.15,246572
2024-12-20,1731.23,1732.22,1721.02,1728.08,153033
2024-12-23,1731.54,1732.67,1721.75,1723.68,178600
2024-12-24,1723.05,1725.15,1701.39,1714.94,120239
2024-12-25,1712.67,1721.35,1694.07,1701.92,277064
2024-12-26,1701.39,1718.98,1684.97,1711.10,296989
2024-12-27,1708.00,1730.44,1696.91,1723.31,80714
2024-12-30,1725.46,1732.22,1722.18,1724.50,135851
2024-12-31,1726.77,1727.77,1710.88,1722.91,238045
2025-01-01,1719.16,1744.62,1712.80,1729.89,188617
2025-01-02,1732.17,1741.99,1714.28,1723.38,145332
2025-01-03,1726.54,1749.32,1714.14,1737.54,81678
2025-01-06,1736.80,1736.99,1716.90,1731.01,293106
2025-01-07,1730.69,1739.82,1714.73,1716.67,257012
2025-01-08,1713.82,1718.87,1697.55,1713.00,224235
2025-01-09,1716.39,1720.24,1702.31,1717.90,217735
2025-01-10,1717.51,1736.69,1711.30,1722.12,180685
2025-01-13,1721.08,1739.94,1720.02,1724.73,167925
2025-01-14,1723.07,1724.40,1705.85,1719.91,302449
2025-01-15,1717.20,1735.61,1710.37,1721.91,152048
2025-01-16,1723.43,1731.13,1706.18,1716.05,269357
2025-01-17,1719.05,1733.94,1718.20,1731.08,124363
2025-01-20,1733.67,1734.28,1703.40,1719.47,90257
2025-01-21,1717.51,1733.29,1704.60,1719.52,79886
2025-01-22,1717.91,1732.42,1688.47,1699.77,110616
2025-01-23,1701.20,1723.23,1695.80,1708.15,246411
2025-01-24,1709.02,1718.52,1692.53,1698.52,120231
2025-01-27,1695.64,1711.70,1677.92,1680.61,317791
2025-01-28,1681.87,1699.49,1675.86,1683.62,256497
2025-01-29,1687.12,1693.69,1675.61,1677.11,265850
2025-01-30,1677.70,1695.63,1661.95,1685.35,294001
2025-01-31,1685.88,1711.87,1673.15,1697.28,68165
2025-02-03,1695.72,1712.14,1687.87,1696.53,127839
2025-02-04,1696.59,1704.49,1681.04,1691.58,206715
2025-02-05,1688.91,1697.37,1665.47,1674.69,102654
2025-02-06,1678.23,1681.60,1675.64,1677.01,118484
2025-02-07,1675.18,1705.46,1664.60,1688.91,187850
2025-02-10,1690.31,1703.76,1670.02,1679.55,126537
2025-02-11,1678.01,1693.47,1671.69,1679.95,250513
2025-02-12,1677.78,1692.86,1649.67,1662.97,156069
2025-02-13,1665.40,1678.54,1644.33,1659.77,284338
2025-02-14,1656.19,1671.38,1642.42,1659.32,239048
2025-02-17,1658.60,1675.65,1646.95,1673.88,308250
2025-02-18,1675.20,1682.24,1661.67,1680.34,278100
2025-02-19,1682.00,1695.59,1666.71,1682.56,104346
2025-02-20,1683.86,1685.38,1673.49,1684.71,191705
2025-02-21,1686.23,1697.17,1672.58,1696.66,270079
2025-02-24,1694.48,1701.10,1671.37,1685.40,122745
2025-02-25,1685.83,1693.74,1672.58,1674.29,256873
2025-02-26,1671.65,1684.49,1671.31,1672.34,77530
2025-02-27,1673.67,1685.62,1660.29,1667.87,248608
2025-02-28,1664.55,1688.05,1659.78,1675.51,272067
2025-03-03,1671.98,1686.55,1670.39,1676.81,124354
2025-03-04,1679.57,1693.11,1646.74,1661.39,200750
2025-03-05,1660.64,1672.34,1650.16,1664.50,297539
2025-03-06,1662.34,1677.78,1652.75,1654.61,81255
2025-03-07,1654.67,1675.68,1638.65,1667.10,154544
2025-03-10,1664.74,1673.41,1663.74,1666.60,197373
2025-03-11,1665.21,1699.77,1657.40,1683.34,65594
2025-03-12,1684.87,1701.29,1676.59,1691.44,299574
2025-03-13,1692.97,1702.09,1669.43,1675.41,65820
2025-03-14,1672.63,1698.24,1667.88,1682.68,152739
2025-03-17,1679.88,1698.87,1674.65,1683.03,164260
2025-03-18,1679.93,1690.63,1676.27,1682.36,169909
2025-03-19,1684.51,1694.01,1666.58,1674.59,292101
2025-03-20,1675.58,1688.15,1672.68,1684.01,285687
2025-03-21,1682.93,1690.49,1669.35,1686.60,230817
2025-03-24,1683.90,1708.06,1673.87,1694.30,288131
2025-03-25,1691.47,1698.99,1669.09,1681.04,232583
2025-03-26,1677.63,1703.16,1661.28,1691.44,216220
2025-03-27,1690.37,1699.55,1666.43,1676.16,173891
2025-03-28,1673.97,1678.08,1655.03,1655.84,125157
2025-03-31,1654.69,1661.34,1653.86,1661.16,179420
2025-04-01,1664.18,1669.26,1658.34,1658.95,280161
2025-04-02,1657.78,1662.89,1631.89,1645.59,67894
2025-04-03,1642.48,1656.84,1622.76,1636.29,146695
2025-04-04,1635.23,1640.89,1611.82,1619.45,311786
2025-04-07,1616.98,1630.48,1614.95,1625.25,257636
2025-04-08,1626.27,1644.05,1624.37,1635.16,148058
2025-04-09,1636.98,1664.69,1632.14,1654.81,103891
2025-04-10,1652.60,1668.85,1645.10,1652.43,195261
2025-04-11,1654.27,1667.96,1636.11,1643.68,95374
2025-04-14,1643.60,1653.79,1625.25,1630.74,61818
2025-04-15,1630.91,1637.11,1616.69,1625.19,216671
2025-04-16,1623.95,1626.97,1596.70,1607.95,267469
2025-04-17,1609.14,1631.56,1604.73,1617.21,114792
2025-04-18,1618.88,1623.39,1611.94,1616.60,135273
2025-04-21,1615.07,1627.88,1604.32,1611.17,198421
2025-04-22,1613.39,1621.00,1605.68,1612.56,189850
2025-04-23,1613.99,1623.87,1610.03,1611.25,276004
2025-04-24,1611.54,1633.77,1598.65,1619.98,60827
2025-04-25,1621.79,1630.02,1611.19,1618.25,128975
2025-04-28,1620.54,1630.83,1617.33,1619.93,104819
2025-04-29,1619.26,1628.87,1615.88,1624.05,208926
2025-04-30,1623.88,1631.22,1614.77,1621.07,235481
2025-05-01,1620.50,1633.33,1611.37,1620.99,229973
2025-05-02,1622.47,1633.23,1605.49,1618.55,309220
2025-05-05,1616.33,1628.09,1604.18,1628.06,145767
2025-05-06,1627.15,1655.05,1616.00,1643.74,117021
2025-05-07,1640.85,1654.78,1639.57,1644.79,96103
2025-05-08,1643.28,1657.41,1630.12,1651.52,231240
2025-05-09,1653.30,1660.39,1637.56,1655.30,258947
2025-05-12,1657.01,1666.67,1644.90,1666.34,227677
2025-05-13,1665.51,1684.12,1665.05,1681.76,113226
2025-05-14,1684.23,1687.81,1670.12,1683.91,93167
2025-05-15,1683.97,1690.04,1663.70,1670.46,309789
2025-05-16,1672.55,1698.04,1661.97,1685.25,60135
2025-05-19,1683.40,1693.81,1654.68,1665.70,167683
2025-05-20,1665.13,1670.99,1664.07,1669.82,280884
2025-05-21,1671.27,1689.19,1668.74,1679.93,120237
2025-05-22,1682.43,1685.04,1664.42,1675.63,132446
2025-05-23,1672.56,1676.87,1656.86,1665.59,137508
2025-05-26,1665.36,1689.25,1651.87,1679.00,296455
2025-05-27,1680.58,1684.14,1658.02,1671.43,247141
2025-05-28,1672.93,1709.71,1660.36,1695.68,300861
2025-05-29,1693.11,1707.83,1688.58,1691.22,141974
2025-05-30,1691.48,1711.49,1689.96,1702.93,264989
2025-06-02,1700.55,1711.43,1679.79,1690.39,164004
2025-06-03,1691.31,1712.24,1684.76,1704.14,250189
2025-06-04,1702.54,1725.34,1699.38,1708.46,258061
2025-06-05,1710.20,1722.95,1679.91,1693.15,314257
2025-06-06,1690.93,1702.05,1682.90,1685.09,79028
2025-06-09,1684.71,1697.46,1677.49,1681.01,83965
2025-06-10,1680.04,1681.94,1664.62,1667.34,207470
2025-06-11,1663.72,1672.19,1657.30,1657.81,133725
2025-06-12,1655.65,1671.34,1639.37,1655.25,109215
2025-06-13,1651.69,1661.15,1628.94,1641.80,292885
2025-06-16,1638.85,1642.54,1611.84,1625.76,132441
2025-06-17,1628.26,1630.03,1606.73,1614.35,82937
2025-06-18,1612.20,1617.75,1601.57,1608.78,145333
2025-06-19,1606.43,1630.98,1593.13,1620.62,124569
2025-06-20,1622.17,1629.40,1608.74,1614.61,82356
2025-06-23,1617.06,1632.67,1610.70,1617.36,229867
2025-06-24,1617.75,1629.94,1606.11,1625.65,241073
2025-06-25,1622.57,1625.08,1609.22,1610.02,90979
2025-06-26,1609.71,1613.00,1591.74,1601.13,284980
2025-06-27,1603.91,1611.91,1595.59,1596.25,262063
2025-06-30,1598.51,1603.29,1579.93,1585.34,71155
2025-07-01,1584.39,1591.51,1575.25,1590.54,123223
2025-07-02,1589.06,1608.69,1575.82,1603.36,251071
2025-07-03,1604.34,1612.26,1595.41,1597.19,63001
2025-07-04,1598.60,1602.36,1597.98,1600.40,301015
2025-07-07,1597.57,1598.65,1590.83,1591.10,217163
2025-07-08,1594.00,1602.38,1574.37,1589.96,73869
2025-07-09,1589.03,1604.08,1576.16,1598.05,115509
2025-07-10,1595.92,1602.24,1583.91,1592.78,162678
2025-07-11,1596.23,1623.61,1588.42,1607.85,183552
2025-07-14,1609.54,1624.80,1593.66,1619.12,215345
2025-07-15,1618.77,1638.89,1618.09,1631.21,161453
2025-07-16,1629.88,1636.47,1619.93,1629.87,106104
2025-07-17,1627.13,1636.93,1605.76,1616.53,159100
2025-07-18,1616.15,1634.70,1611.28,1632.22,103102
2025-07-21,1634.63,1653.92,1626.96,1652.71,472630
2025-07-22,1649.08,1653.31,1634.72,1640.17,241074
2025-07-23,1639.70,1663.24,1636.69,1649.21,308641
2025-07-24,1646.31,1658.75,1639.73,1653.05,229995
2025-07-25,1650.10,1663.03,1635.93,1656.31,99774
2025-07-28,1657.07,1659.60,1639.05,1649.21,152061
2025-07-29,1650.63,1664.65,1636.09,1663.05,276375
